한글,영어,일어
분자전류,molecular current, 分子電流
분자 끌림 펌프,molecular drag pump, 分子ドラッグポンプ
분자동역학,molecular dynamics,
"분자동역학 앙상블, 분자동역학 모듬",molecular dynamics ensemble,
분자들뜸,molecular excitation,
분자마당,molecular field, 分子場
분자마당 어림,molecular field approximation, 分子場近似
분자흐름,molecular flow, 分子流
"분자력, 분자힘",molecular force,
"정압분자열, 일정압력분자열",molecular heat at constant pressure,
"정적분자열, 일정부피분자열",molecular heat at constant volume,
분자 상,molecular image, 分子像
분자적분,molecular integral, 分子積分
분자뒤집힘,molecular inversion, 分子反轉
분자 이온,molecular ion, 分子イオン
분자운동에너지,molecular kinetic energy,
분자운동론,molecular kinetic theory,
분자 자석,molecular magnet, 分子磁石
분자질량,molecular mass,
기체의 분자모형,molecular model of a gas,
분자운동,molecular motion, 分子運動
"분자궤도상태, 분자궤도함수",molecular orbital, 分子軌道??
분자물리학,molecular physics, 分子物理學
분자펌프,molecular pump, 分子ポンプ
분자반지름,molecular radius, 分子半徑
분자꺾임,molecular refraction, 分子屈折
분자 되방향잡기,molecular reorientation,
분자치환법,molecular replacement method, 分子置換法
분자회전,molecular rotation, 分子回轉
분자과학,molecular science, 分子科學
분자 거르기,molecular sieve, モレキュラ?シ?ブ
분자분광학,molecular spectroscopy,分子分光?
분자 빛띠,molecular spectrum, 分子スペクトル
분자구조,molecular structure, 分子構造
분자대칭,molecular symmetry, 分子對稱
분자떨기,molecular vibration, 分子振動
분자속쓸림,molecular viscosity, 分子粘性
분자량,molecular weight, 分子量
분자살 실험,molecular-beam experiment,分子線??
몰리에르 퍼텐셜,Moli re potential, モリエ?ルポテンシャル
녹은 높은 고분자,molten high polymer, 溶融高分子
모멘트,moment, モ?メント≪能 率≫
모멘트 전개,moment expansion, モ?メント展開
짝힘 모멘트,moment of a couple, 偶力のモ-メント
"힘의 모멘트, 힘능률",moment of force, 力のモ?メント
"충격모멘트, 힘덩이 모멘트",moment of impulse, 力積モ?メント
관성모멘트,moment of inertia, 慣性モ?メント
운동량 모멘트,moment of momentum, 運動量モ?メント
운동량,momentum, 運動量
운동량 적응 곁수,momentum accommodation coefficient, 運動量適應係數
"운동량 차이, 운동량 균형",momentum balance,
운동량 압축 인자,momentum compaction factor, 運動量壓縮率
운동량 보존법칙,momentum conservation law, 運動量保存則
운동량 밀도,momentum density,運動量密度
"운동량 작용소, 운동량 연산자",momentum operator,
"운동량 표시, 운동량 표현, 운동량 나툼",momentum representation, 運動量表示
운동량 두께,momentum thickness, 運動量厚さ
운동량 전달,momentum transfer, (1)運動量移行 (2)運動量移動
운동량 전달 자름넓이,momentum transfer cross section, 運動量移行斷面積
운동량전달 이론,momentum transfer theory, 運動量輸送理論
"한원자기체, 단원자기체",monatomic gas,
한귀듣기,monaural audition, 單耳聽
모니터,monitor,モニタ
한원자켜,monoatomic layer, 單原子層
한원자 분자,monoatomic molecule, 單原子分子
"한줄금, 일현금",monochord,一弦器
"단색의, 한색의",monochromatic, 單色
"단색광, 한색빛",monochromatic light, 單色光
"한색빛샘, 단색광원",monochromatic light source,
"한색파동, 단색파동",monochromatic wave,
"색깔, 단색성",monochromaticity, 單色性
"단색화, 한색만듦",monochromatization, 單色化
"단색화 장치, 한색 만들개",monochromator, モノクロメ?タ?
"한색, 단색",monochrome, 單 色
단사결정,monoclinic crystal,
단사결정계,monoclinic system, 單斜晶系
하나 분산 고분자,monodisperse polymer, 單分散ポリマ?
"한분산계, 단분산계",monodispersive system, 單分散系
모노필라멘트,monofilament, モノフィラメント
"단층, 한켜",monolayer, 單一層
"단위체, 홑몸체",monomer, 單量體
단항식,monomial,
단분자막,monomolecular film, 單分子膜
"한분자켜, 단분자층",monomolecular layer, 單分子層
홀극,monopole, 單極子
홀극 질량분광계,monopole mass spectrometer, モノポ?ル型質量分析計
홀극 모멘트,monopole moment, 單極子モ?メント
홀극 전이,monopole transition, 學極遷移
홀안정뭇떨개,monostable multivibrator, 單安定マルチバイブレ?タ?
몬테칼로 방법,Monte Carlo method, モンテカルロ法
몬테칼로 시늉내기,Monte Carlo simulation,
몽고메리 방법,Montgomery method, モンゴメリ?法
무니속쓸림,Mooney viscosity, ム?ニ?粘度
샛별,morning star,
모스 퍼텐셜,Morse potential, モ?スポテンシャル
"몰타르, 회반죽",mortar, 乳 鉢
모자이크 결정,mosaic crystal, モザイク結晶
모자이크 구조,mosaic structure, モザイク構造
모오즐리 도표,Moseley diagram,
모오즐리의 법칙,Moseley's law, モ?ズリ?の法則
뫼스바우어 효과,Mossbauer effect,モスバウア??果
가장 잦은 값,most probable value, 最確値
"가장 잦은 속도, 최빈속도",most probable velocity, 最確速度
운동,motion,運動
"낙하운동, 낙체운동",motion of falling body,落下運動
"포물체운동, 포물선운동",motion of projectile,
운동 좁아지기,motional narrowing, 運動によるせん【尖】銳化
"전동기, 모터",motor, 電動機 / モ?タ?
전동발전기,motor-generator, 電動發電機
"모트 액시톤, 모트 들뜸알",Mott exciton,モットエキシトン
모트 절연체,Mott insulator, モット絶緣體
"모트 흩뜨림, 모트 산란",Mott scattering, モット散亂
모트 전이,Mott transition, モット轉移
"움직점, 동점",movable point,
움직줄토리전압계,moving coil voltmeter,
"움직자리표틀, 운동좌표계",moving coordinate system, 運動座標系
움직기전력,moving electromotive force,
"이동상, 움직상",moving phase,
"이동점, 움직점",moving point,
이동반지름,moving radius, 動 徑
움직줄토리전류계,moving-coil ammeter, 可動コイル電流計
움직줄토리형,moving-coil type,
움직철편형,moving-iron type,
움직자석형,moving-magnet type,
움직자침형검류계,moving-needle type galvanometer,
엠 껍질,M-shell,M?
"뮤온, 뮤 중간자",mu meson,
뮤 중성미자,mu neutrino,
뮐러 행렬,Mueller matrix, ミュラ?行列
머핀판 퍼텐셜,Muffin-Tin potential, マフィン·ティンポテンシャル
다축변형력,multi-axial stress, 多軸應力
다체 상관관계,multibody correlation, 多體相關
뭇채널,multichannel, 多重チャネル
"여러 펄스높이 고르개, 뭇겹 펄스높이 선택기",multichannel differential pulse height selector,
여러 통로 간섭분광계,multichannel interferometric spectrometer, マルチチャネル干涉分光器
뭇채널펄스높이분석기,multichannel pulse height analyzer,
"뭇겹임계, 뭇겹고비(의)",multicritical,
여러 고비점,multi-critical point, 多重臨界點
겹결정엑스선분광계,multi-crystal X-ray spectrometer, 複結晶スペクトロメ?タ?
뭇극관,multielectrode tube,
다심 복합도선,multifilament composite wire, 複合多心線
"여러 쪽걸이, 뭇겹 쪽걸이",multifractal,
뭇주파 발전기,multifrequency generator,
뭇군퍼짐이론,multigroup diffusion theory, 多群擴散理論
"뭇무리모형, 뭇군모형",multi-group model,
"뭇군론, 뭇무리이론",multi-group theory,
"뭇층, 뭇켜, 여러켜",multilayer, (1)多 層 (2)多分子層
다층막,multilayer film, 多層膜
뭇켜절연,multilayer insulation, 多層斷熱
"뭇방식, 다중모드",multimode, 多モ?ド
다항 분포,multinomial distribution, 多項分布
멀티팩터링,multipactoring, マルチパクタ?リング
다입자 상관관계,multiparticle correlation, 多體粒子相關
다입자 생성,multiparticle production, 多重粒子發生
여럿상 흐름,multiphase flow, 混相流
"뭇빛알 흡수, 다광자 흡수",multiphoton absorption, 多光子吸收
"뭇빛알 해리, 다광자 해리",multiphoton dissociation, 多光子解離
"뭇빛알 전이, 다광자 전이",multiphoton transition, 多光子遷移
뭇겹 아로노프-보옴 주기,multiple Aharonov-Bohm period,
"여러겹 결합, 뭇겹묶음",multiple bond, 多重結合
"여러겹 부딪침, 뭇겹충돌",multiple collision,多重衝突
여러겹에돌이,multiple diffraction, 多重回折
"여러겹 적분, 뭇겹적분",multiple integral,多重積分
"여러겹 간섭, 뭇겹간섭",multiple interference,多重干?
뭇겹 이온화,multiple ionization, 多重電離
뭇겹떨기운동,multiple periodic motion, 多重周期運動
"여러겹 되비침, 뭇겹반사",multiple reflection, 多重反射
"여러겹 꺽임, 뭇겹꺾임",multiple refraction, 多重屈折
"여러겹 흩뜨림, 뭇겹산란",multiple scattering, 客車散亂
"여러겹 소나기, 뭇겹샤워",multiple shower,
여러 살다발 간섭,multiple-beam interference, 多光束干涉 / 繰返し反射干涉
여러 살다발 간섭법,multiple-beam interferometry, 繰返し干涉法
"여러겹 번개빛 사진법, 뭇겹섬광 사진법",multiple-flash photography,
"뭇겹(항), 여러겹(항), 다중성",multiplet, (1)多重線 (2)多重項
"뭇겹띠, 여러겹 띠",multiplet band,
여러겹 성분,multiplet component, 多重線成分
곱셈표,multiplication table,
"겹침수, 뭇겹도",multiplicity, 多重度
"여러겹 이어진 공간, 뭇겹 연결공간",multiply connected space,
"여러 주기 운동, 뭇겹주기운동",multiply periodic motion,
"여러 주기계, 뭇겹주기계",multiply periodic system,
여러겹 쌍 알갱이,multiply twinned particle, 多重雙粒子
뭇겹편극성,multipolarity,
"뭇겹극, 여러겹극",multipole, 多[重]極
"여러겹극 전개, 뭇겹극 전개",multipole expansion, 多極展開
여러겹극 마당,multipole field, 多極磁場
여러겹극 전자석,multipole magnet, 多極電磁石
"여러겹극 행렬요소, 뭇겹극 행렬요소",multipole matrix element,
"뭇겹극 모멘트, 여러겹극 모멘트",multipole moment,
"여러겹극 내비침, 뭇겹극복사",multipole radiation, 多極放射
뭇실틈 분광분석법,multislit spectrometry, マルチスリット分光法
"여러단계 증폭, 다단계증폭",multistage amplification,
여러겹 입사,multi-turn injection, 多重入射
다중떨개,multivibrator, マルチバイブレ-夕-
여러선 상자,multiwire chamber, マルチワイヤ?チェンバ?
뮤온,muon, μ粒子
"뮤온포획, 뮤온잡힘",muon capture, μ粒子捕獲
뮤온 스핀 껴울림,muon spin resonance, μ粒子スピン共鳴
뮤온 스핀회전,muon spin rotation,
뮤온형 원자,muonic atom, μ粒子原子
뮤오니움,muonium, ミュ?オニウム
음정,musical interval, 音 程
음계,musical scale,音階
변선광,mutarotation, 變旋光
상호결맞음,mutual coherence, 相互コヒ?レンス
상호전도도,mutual conductance, 相互コンダクタンス .
상호 인덕턴스,mutual inductance, 相互インダクタンス .
"서로이끎, 상호유도",mutual induction, 相互誘導
서로 중성화,mutual neutralization, 相互中性化
근시안,myopic eye,
나가오까 원자모형,Nagaoka atom model, 長岡の原子模型
나카노-니시지마-겔만 규칙,Nakano-Nishijima-Gell-Mann rule, 中野·西島·ゲルマンの規則
남부-요나 라지니오 모형,Nambu-Jona Lasinio model, 南部·ジョナラジニオ模型
나노<<=10E-9>>,nano,ナノ
좁은틈 반도체,narrow gap semiconductor, 微小ギャップ半導體
협대역증폭기,narrow-band amplifier, 挾帶城增幅器
좁아지기,narrowing, せん【尖】銳化
자연존재비,natural abundance,天然同位?存在比
자연스런 엇흐름,natural convection, 自然對流
자연계수,natural count,
"자연진동수, 제떨기수",natural frequency, 固有振動數
"자연광, 자연빛",natural light, 自然光
자연선폭,natural line width,
자연로그,natural logarithm,自然??
천연자석,natural magnet,天然磁石
자연장음계,natural major scale, 自然長音階
자연 원자핵시간,natural nuclear time,
자연수,natural number,
자연궤도(함수),natural orbital, 自熱軌道〔關數〕
자연 홀짝성,natural parity, ナチュラルパリティ
"자연방사능, 천연방사능",natural radio activity,
자연 방사능,natural radioactivity, 自然放射能
자연방사선핵종,natural radionuclide, 自然放射性核種
자연과학,natural science, 自然科學
자연변형,natural strain, 自然ひずみ / 對數ひずみ
자연시간단위,natural time unit,自然時間?位
자연 단위,natural unit, 自然單位
천연우라늄,natural uranium, 天然ウラン
자연폭,natural width, 自然幅
"자연(계), 천연",nature,
나비어-스토크스 방정식,Navier-Stokes equation, ナビエ·スト?クスの方程式
